Loại,Tên,Công ty / Tổ chức,Số giấy phép,Địa chỉ tên miền,Trạng thái,URL chi tiết
Trang TTĐT Tổng Hợp,,TẠP CHÍ MÔI TRƯỜNG,65/GP-TTĐT,https://www.tapchimoitruong.vn,Đang hoạt động,https://giayphep.abei.gov.vn/i/129175
Trang TTĐT Tổng Hợp,,TẠP CHÍ VĂN HIẾN VIỆT NAM,62/GP-TTĐT,https://www.vanhienplus.vn,Ngừng hoạt động,https://giayphep.abei.gov.vn/i/129999
Trang TTĐT Tổng Hợp,,VĂN PHÒNG ỦY BAN DÂN TỘC,59/GP-TTĐT,"https://www.ubdt.gov.vn, www.cema.gov.vn",Đang hoạt động,https://giayphep.abei.gov.vn/i/128934
Trang TTĐT Tổng Hợp,,TRUNG ƯƠNG HỘI LIÊN HIỆP PHỤ NỮ VIỆT NAM,53/GP-TTĐT,http://hoilhpn.org.vn và http://vwu.vn,Đang hoạt động,https://giayphep.abei.gov.vn/i/129868
Trang TTĐT Tổng Hợp,,"BAN QUẢN LÝ DỰ ÁN “TUYÊN TRUYỀN, VẬN ĐỘNG NÔNG DÂN ÁP DỤNG CANH TÁC LÚA THÂN THIỆN VỚI MÔI TRƯỜNG TẠI VIỆT NAM”",45/GP-TTĐT,https://canhtacxanh.vn,Ngừng hoạt động,https://giayphep.abei.gov.vn/i/127776
Trang TTĐT Tổng Hợp,,HỘI NGƯỜI CAO TUỔI VIỆT NAM,36/GP-TTĐT,https://www.hoinguoicaotuoi.vn,Đang hoạt động,https://giayphep.abei.gov.vn/i/130027
Trang TTĐT Tổng Hợp,,"VIỆN NGHIÊN CỨU, ĐÀO TẠO, ỨNG DỤNG TÂM LÝ KINH DOANH VÀ GIÁO DỤC HỌC ĐƯỜNG",21/GP-TTĐT,https://www.kinhdoanhvagiaoduc.vn,Đang hoạt động,https://giayphep.abei.gov.vn/i/128912
Trang TTĐT Tổng Hợp,,ĐÀI PHÁT THANH VÀ TRUYỀN HÌNH HẢI DƯƠNG,17/GP-TTĐT,https://www.haiduongtv.vn; www.haiduongtv.com.vn; www.haiduongtv.com,Ngừng hoạt động,https://giayphep.abei.gov.vn/i/128006
Trang TTĐT Tổng Hợp,,LIÊN HIỆP CÁC HỘI KHOA HỌC VÀ KỸ THUẬT VIỆT NAM,18/GP-TTĐT,http://www.vusta.vn,Đang hoạt động,https://giayphep.abei.gov.vn/i/131138
Trang TTĐT Tổng Hợp,,"TRUNG TÂM PHÁT TRIỂN KHOA HỌC, CÔNG NGHỆ VÀ TÀI NĂNG TRẺ",09/GP-TTĐT,https://www.tainangviet.vn,Đang hoạt động,https://giayphep.abei.gov.vn/i/131063
Trang TTĐT Tổng Hợp,,ỦY BAN TRUNG ƯƠNG MẶT TRẬN TỔ QUỐC VIỆT NAM,12/GP-TTĐT,"https://www.mattran.org.vn, www.mattran.vn",Đang hoạt động,https://giayphep.abei.gov.vn/i/130002
Trang TTĐT Tổng Hợp,,VIỆN NGHIÊN CỨU THỊ TRƯỜNG - TRUYỀN THÔNG QUỐC TẾ,13/GP-TTĐT,https://www.huongnghiepthitruong.vn,Đang hoạt động,https://giayphep.abei.gov.vn/i/130607
Trang TTĐT Tổng Hợp,,TẠP CHÍ KINH DOANH VÀ TIẾP THỊ,05/GP-BTTTT,https://www.kinhdoanhvatiepthi.vn,Đang hoạt động,https://giayphep.abei.gov.vn/i/130153
Trang TTĐT Tổng Hợp,,BAN ĐIỀU HÀNH ĐỀ ÁN ĐƯA NỘI DUNG QUYỀN CON NGƯỜI VÀO CHƯƠNG TRÌNH GIÁO DỤC TRONG HỆ THỐNG GIÁO DỤC QUỐC DÂN  (ĐỂ ĂN GIÁO DỤC QUYỀN CON NGƯỜI),01/GP-TTĐT,https://www.qcn.ciks.vn,Đang hoạt động,https://giayphep.abei.gov.vn/i/129291
Trang TTĐT Tổng Hợp,,TRUNG TÂM QUY HOẠCH VÀ ĐIỀU TRA TÀI NGUYÊN NƯỚC QUỐC GIA,201/GP-TTĐT,https://www.nawapi.gov.vn,Đang hoạt động,https://giayphep.abei.gov.vn/i/130821
Trang TTĐT Tổng Hợp,,ĐÀI PHÁT THANH VÀ TRUYỀN HÌNH ĐIỆN BIÊN,200/GP-TTĐT,https://www.dienbientv.vn,Đang hoạt động,https://giayphep.abei.gov.vn/i/129908
Trang TTĐT Tổng Hợp,,SỞ THÔNG TIN VÀ TRUYỀN THÔNG NINH BÌNH,197/GP-TTĐT,http://www.tttt.ninhbinh.gov.vn,Đang hoạt động,https://giayphep.abei.gov.vn/i/130707
Trang TTĐT Tổng Hợp,,SỞ THÔNG TIN VÀ TRUYỀN THÔNG KIÊN GIANG,192/GP-TTĐT,https://kiengiang.gov.vn; https://en.kiengiang.gov.vn,Đang hoạt động,https://giayphep.abei.gov.vn/i/130988
Trang TTĐT Tổng Hợp,,TRUNG TÂM BÁO CHÍ VÀ HỢP TÁC TRUYỀN THÔNG QUỐC TẾ,193/GP-TTĐT,https://www.hoinhap.net.vn,Đang hoạt động,https://giayphep.abei.gov.vn/i/130815
Trang TTĐT Tổng Hợp,,SỞ THÔNG TIN VÀ TRUYỀN THÔNG BẮC GIANG,190/GP-TTĐT,http://doingoai.bacgiang.gov.vn,Đang hoạt động,https://giayphep.abei.gov.vn/i/130501
Trang TTĐT Tổng Hợp,,SỞ THÔNG TIN VÀ TRUYỀN THÔNG NINH BÌNH,188/GP-TTĐT,http://www.tttt.ninhbinh.gov.vn,Đang hoạt động,https://giayphep.abei.gov.vn/i/128601
Trang TTĐT Tổng Hợp,,BỘ TƯ LỆNH BỘ ĐỘI BIÊN PHÒNG,187/GP-TTĐT,https://bienphongvietnam.gov.vn; bienphongvietnam.com.vn; bienphongvietnam.vn,Ngừng hoạt động,https://giayphep.abei.gov.vn/i/129305
Trang TTĐT Tổng Hợp,,CÔNG ĐOÀN TỔNG CÔNG TY HÀNG HẢI VIỆT NAM,184/GP-TTĐT,https://www.cdhhanghaivn.org.vn,Đang hoạt động,https://giayphep.abei.gov.vn/i/130150
Trang TTĐT Tổng Hợp,,VIỆN NGHIÊN CỨU PHÁP LUẬT VÀ TRỢ GIÚP PHÁP LÝ,177/GP-TTĐT,http://www.vienphapluat.vn,Đang hoạt động,https://giayphep.abei.gov.vn/i/129381
Trang TTĐT Tổng Hợp,,VĂN PHÒNG THƯỜNG TRỰC BAN CHỈ ĐẠO 389 QUỐC GIA,173/GP-TTĐT,https://www.bcd389.gov.vn,Đang hoạt động,https://giayphep.abei.gov.vn/i/130864
Trang TTĐT Tổng Hợp,,LIÊN HIỆP CÁC HỘI KHOA HỌC VÀ KỸ THUẬT VIỆT NAM,174/GP-TTĐT,http://www.vusta.vn,Ngừng hoạt động,https://giayphep.abei.gov.vn/i/129588
Trang TTĐT Tổng Hợp,,NGÂN HÀNG NÔNG NGHIỆP VÀ PHÁT TRIỂN NÔNG THÔN VIỆT NAM (AGRIBANK),172/GP-TTĐT,https://www.agribank.com.vn,Đang hoạt động,https://giayphep.abei.gov.vn/i/129578
Trang TTĐT Tổng Hợp,,ĐÀI PHÁT THANH VÀ TRUYỀN HÌNH QUẢNG BÌNH,168/GP-TTĐT,https://www.qbtv.vn.,Đang hoạt động,https://giayphep.abei.gov.vn/i/128335
Trang TTĐT Tổng Hợp,,VIỆN NGHIÊN CỨU PHÁT TRIỂN KINH TẾ - XÃ HỘI,165/GP-TTĐT,http://phapluatkinhtexahoi.vn,Đang hoạt động,https://giayphep.abei.gov.vn/i/130977
Trang TTĐT Tổng Hợp,,VIỆN NGHIÊN CỨU CHÍNH SÁCH QUẢN LÝ BẤT ĐỘNG SẢN VÀ CÔNG TRÌNH DÂN DỤNG QUỐC TẾ,157/GP-TTĐT,https://www.iirr.vn,Đang hoạt động,https://giayphep.abei.gov.vn/i/130022
Trang TTĐT Tổng Hợp,,LIÊN ĐOÀN BÓNG ĐÁ VIỆT NAM,146/GP-TTĐT,https://www.vf.org.vn,Đang hoạt động,https://giayphep.abei.gov.vn/i/128722
Trang TTĐT Tổng Hợp,,"TRUNG TÂM CÔNG NGHỆ THÔNG TIN - BỘ VĂN HÓA, THỂ THAO VÀ DU LỊCH",150/GP-TTĐT,https://www.bvhttdl.gov.vn; www.mocst.gov.vn,Đang hoạt động,https://giayphep.abei.gov.vn/i/129580
Trang TTĐT Tổng Hợp,,CỤC CÔNG NGHIỆP,149/GP-TTĐT,https://www.via.gov.vn,Đang hoạt động,https://giayphep.abei.gov.vn/i/129563
Trang TTĐT Tổng Hợp,,QUỸ CHỐNG HÀNG GIẢ,141/GP-TTĐT,"https://www.acf.org.vn, www.quychonghanggia.vn",Đang hoạt động,https://giayphep.abei.gov.vn/i/129174
Trang TTĐT Tổng Hợp,,SỞ THÔNG TIN VÀ TRUYỀN THÔNG QUẢNG BÌNH,137/GP-TTĐT,https://stttt.quangbinh.gov.vn,Đang hoạt động,https://giayphep.abei.gov.vn/i/128391
Trang TTĐT Tổng Hợp,,ĐÀI PHÁT THANH VÀ TRUYỀN HÌNH LẠNG SƠN,131/GP-TTĐT,http://langsontv.vn,Đang hoạt động,https://giayphep.abei.gov.vn/i/128897
Trang TTĐT Tổng Hợp,,TRUNG TÂM SẢN XUẤT VÀ PHÁT TRIỂN NỘI DUNG SỐ,130/GP-TTĐT,https://www.vtvgo.vn,Đang hoạt động,https://giayphep.abei.gov.vn/i/130506
Trang TTĐT Tổng Hợp,,BAN BIÊN TẬP TIN KINH TẾ,128/GP-TTĐT,http://bncnews.vn,Đang hoạt động,https://giayphep.abei.gov.vn/i/130590
Trang TTĐT Tổng Hợp,,"KÊNH VĂN HÓA, XÃ HỘI VÀ GIẢI TRÍ (VTC9)",129/GP-TTĐT,http://www.kenhvte9.vn,Đang hoạt động,https://giayphep.abei.gov.vn/i/128056
Trang TTĐT Tổng Hợp,,TẠP CHÍ THẾ GIỚI GIA CẦM,116/GP-TTĐT,https://www.nguoichannuoi.com.vn,Đang hoạt động,https://giayphep.abei.gov.vn/i/130588
Trang TTĐT Tổng Hợp,,BÁO TRI THỨC VÀ CUỘC SỐNG,113/GP-TTĐT,https://khoahocdoisong.vn; khoahocdoisong.com.vn,Đang hoạt động,https://giayphep.abei.gov.vn/i/129120
Trang TTĐT Tổng Hợp,,TRUNG TÂM TRUYỀN HÌNH NHÂN ĐẠO,108/GP-TTĐT,https://www.nhandaotv.vn,Đang hoạt động,https://giayphep.abei.gov.vn/i/131179
Trang TTĐT Tổng Hợp,,TRUNG TÂM TRUYỀN THÔNG BÁO PHÁP LUẬT VIỆT NAM,102/GP-TTĐT,https://www.phapluatmedia.vn,Đang hoạt động,https://giayphep.abei.gov.vn/i/128940
Trang TTĐT Tổng Hợp,,THỜI BÁO TÀI CHÍNH VIỆT NAM,98/GP-TTĐT,https://www.taisancong.vn.,Đang hoạt động,https://giayphep.abei.gov.vn/i/130949
Trang TTĐT Tổng Hợp,,VIỆN KINH TẾ CÔNG NGHỆ VIỆT NAM,96/GP-TTĐT,https://www.kinhtecongnghe.vn,Đang hoạt động,https://giayphep.abei.gov.vn/i/127707
Trang TTĐT Tổng Hợp,,TẠP CHÍ QUÊ HƯƠNG,95/GP-TTĐT,https://www.quehuongonline.vn,Đang hoạt động,https://giayphep.abei.gov.vn/i/127906
Trang TTĐT Tổng Hợp,,BÁO DÂN TỘC VÀ PHÁT TRIỂN,80/GP-TTĐT,"https://tintucdantoc.vn, https://tintucdantoc.com.vn",Ngừng hoạt động,https://giayphep.abei.gov.vn/i/129309
Trang TTĐT Tổng Hợp,,TẠP CHÍ Y DƯỢC HỌC,74/GP-TTĐT,https://www.tapchiyduochocvietnam.com.vn,Đang hoạt động,https://giayphep.abei.gov.vn/i/128765
Trang TTĐT Tổng Hợp,,TẠP CHÍ TRUYỀN THÔNG VÀ PHÁT TRIỂN,75/GP-TTĐT,https://www.doithoaiphttrien.vn,Đang hoạt động,https://giayphep.abei.gov.vn/i/130140
Trang TTĐT Tổng Hợp,,KÊNH TRUYỀN HÌNH ĐÀI TIẾNG NÓI VIỆT NAM (VOVTV),76/GP-TTĐT,"http://truyenhinhdulich.vn, http://truyenhinhvov.vn, http://vovtv.vn",Đang hoạt động,https://giayphep.abei.gov.vn/i/127656
Trang TTĐT Tổng Hợp,,TRUNG TÂM PHÁT TRIỂN THƯƠNG MẠI ĐIỆN TỬ,69/GP-TTĐT,https://www.vietnamexport.com,Ngừng hoạt động,https://giayphep.abei.gov.vn/i/131000
Trang TTĐT Tổng Hợp,,ĐÀI PHÁT THANH VÀ TRUYỀN HÌNH BẮC KẠN,66/GP-TTĐT,https://www.backantv.vn,Đang hoạt động,https://giayphep.abei.gov.vn/i/129325
Trang TTĐT Tổng Hợp,,CỤC VIỄN THÁM QUỐC GIA,63/GP-TTĐT,http://www.rsc.gov.vn; http://nrsd.gov.vn,Đang hoạt động,https://giayphep.abei.gov.vn/i/127692
Trang TTĐT Tổng Hợp,,VIỆN TƯ VẤN CÔNG NGHỆ VÀ ĐÀO TẠO TOÀN CẦU,58/GP-TTĐT,http://www.daututhuongmai.vn.,Ngừng hoạt động,https://giayphep.abei.gov.vn/i/128978
Trang TTĐT Tổng Hợp,,TẠP CHÍ NGHIÊN CỨU KINH TẾ,56/GP-TTĐT,http://vsed.vn,Đang hoạt động,https://giayphep.abei.gov.vn/i/128842
Trang TTĐT Tổng Hợp,,CÔNG ĐOÀN ĐIỆN LỰC VIỆT NAM,55/GP-TTĐT,https://www.congdoandlvn.org.vn,Đang hoạt động,https://giayphep.abei.gov.vn/i/130382
Trang TTĐT Tổng Hợp,,TẠP CHÍ THUẾ NHÀ NƯỚC,57/GP-TTĐT,"https://www.thuenhanuoc.vn, www.tapchithue.com.vn",Đang hoạt động,https://giayphep.abei.gov.vn/i/128933
Trang TTĐT Tổng Hợp,,SỞ THÔNG TIN VÀ TRUYỀN THÔNG LAI CHÂU,48/GP-TTĐT,https://thongtindoingoai.laichau.gov.vn,Đang hoạt động,https://giayphep.abei.gov.vn/i/131281
Trang TTĐT Tổng Hợp,,SỞ THÔNG TIN VÀ TRUYỀN THÔNG QUẢNG BÌNH,49/GP-TTĐT,http://stttt.quangbinh.gov.vn,Ngừng hoạt động,https://giayphep.abei.gov.vn/i/129474
Trang TTĐT Tổng Hợp,,HỘI CHIẾU SÁNG VIỆT NAM,37/GP-TTĐT,https://www.hoichieusangvietnam.org.vn; www.vlavietnam.org,Đang hoạt động,https://giayphep.abei.gov.vn/i/128830
Trang TTĐT Tổng Hợp,,HIỆP HỘI NGÂN HÀNG VIỆT NAM,34/GP-TTĐT,https://www.vnba.org.vn,Đang hoạt động,https://giayphep.abei.gov.vn/i/128800
Trang TTĐT Tổng Hợp,,NGÂN HÀNG NHÀ NƯỚC VIỆT NAM,35/GP-TTĐT,https://www.taichinhtoandien.gov.vn,Đang hoạt động,https://giayphep.abei.gov.vn/i/129476
Trang TTĐT Tổng Hợp,,TẠP CHÍ ĐỜI SỐNG VÀ PHÁP LUẬT,33/GP-TTĐT,http://www.doisongphapluat.com; http://www.doisongphapluat.com.vn,Đang hoạt động,https://giayphep.abei.gov.vn/i/129970
Trang TTĐT Tổng Hợp,,TRUNG TÂM KHUYẾN NÔNG QUỐC GIA,31/GP-TTĐT,https://www.khuyennongvn.gov.vn,Đang hoạt động,https://giayphep.abei.gov.vn/i/129018
Trang TTĐT Tổng Hợp,,"TRUNG TÂM THÔNG TIN, HỢP TÁC QUỐC TẾ VÀ TƯ VẤN PHÁT TRIỂN ĐÔ THỊ",32/GP-TTĐT,https://phattriendothi.vn; https://uda.com.vn; https://phattriendothi.com.vn,Đang hoạt động,https://giayphep.abei.gov.vn/i/130254
Trang TTĐT Tổng Hợp,,NHÀ XUẤT BẢN XÂY DỰNG,24/GP-TTĐT,https://www.xaydungtoday.vn,Đang hoạt động,https://giayphep.abei.gov.vn/i/129372
Trang TTĐT Tổng Hợp,,"VIỆN THI ĐUA, KHEN THƯỞNG VIỆT NAM",27/GP-TTĐT,https://www.vienthiduakhenthuongvietnam.vn; www.vienthiduakhenthuongvietnam.com.vn; www.vienthiduakhenthuongvietnam.com,Đang hoạt động,https://giayphep.abei.gov.vn/i/130042
Trang TTĐT Tổng Hợp,,HỘI NGƯỜI CAO TUỔI VIỆT NAM,19/GP-TTĐT,https://www.hoinguoicaotuoi.vn.,Ngừng hoạt động,https://giayphep.abei.gov.vn/i/128721
Trang TTĐT Tổng Hợp,,VIỆN KINH TẾ VÀ PHÁP LUẬT QUỐC TẾ,12/GP-TTĐT,https://www.phapluatkinhtequocte.vn,Ngừng hoạt động,https://giayphep.abei.gov.vn/i/128736
Trang TTĐT Tổng Hợp,,TẠP CHÍ KHOA HỌC ĐẠI HỌC MỞ THÀNH PHỐ HỒ CHÍ MINH,03/GP-TTĐT,http://journalofscience.ou.edu.vn,Đang hoạt động,https://giayphep.abei.gov.vn/i/128936
Trang TTĐT Tổng Hợp,,VIỆN TƯ VẤN CÔNG NGHỆ VÀ ĐÀO TẠO TOÀN CẦU,04/GP-TTĐT,https://www.daututhuongmai.vn,Ngừng hoạt động,https://giayphep.abei.gov.vn/i/130512
Trang TTĐT Tổng Hợp,,BAN TRỊ SỰ TRUNG ƯƠNG GIÁO HỘI PHẬT GIÁO HÒA HẢO,252/GP-TTĐT,https://www.phatgiaohoahao.org; www.pghh.org.vn,Đang hoạt động,https://giayphep.abei.gov.vn/i/129157
Trang TTĐT Tổng Hợp,,TẠP CHÍ CHÂU MỸ NGÀY NAY,251/GP-TTĐT,http://americastoday.com.vn,Ngừng hoạt động,https://giayphep.abei.gov.vn/i/130126
Trang TTĐT Tổng Hợp,,ĐÀI PHÁT THANH VÀ TRUYỀN HÌNH KON TUM,250/GP-TTĐT,https://www.kontumtv.vn và www.krt.com.vn,Đang hoạt động,https://giayphep.abei.gov.vn/i/129025
Trang TTĐT Tổng Hợp,,VIỆN HỖ TRỢ PHÁP LÝ VÀ BẢO VỆ MÔI TRƯỜNG,249/GP-TTĐT,https://www.phapluatvamoitruongvn.vn,Đang hoạt động,https://giayphep.abei.gov.vn/i/129329
Trang TTĐT Tổng Hợp,,TẠP CHÍ HERITAGE,242/GP-TTĐT,https://www.heritagevietnamairlines.com.yn: www.heritagevietnamairlines.com; www.heritagevietnamairlines.net; www.heritagevna.com; www.heritagevna.net; www.heritagevna.com.vn,Đang hoạt động,https://giayphep.abei.gov.vn/i/129484
Trang TTĐT Tổng Hợp,,NHÀ XUẤT BẢN KHOA HỌC XÃ HỘI,244/GP-TTĐT,http://ssph.vn,Đang hoạt động,https://giayphep.abei.gov.vn/i/128180
Trang TTĐT Tổng Hợp,,BAN CHỈ ĐẠO CÔNG TÁC THÔNG TIN ĐỐI NGOẠI,243/GP-TTĐT,https://www.ttdn.vn; https://www.thongtindoingoai.org.vn,Đang hoạt động,https://giayphep.abei.gov.vn/i/127772
Trang TTĐT Tổng Hợp,,TẠP CHÍ NGHIÊN CỨU CHÂU PHI VÀ TRUNG ĐÔNG,245/GP-TTĐT,http://amesh.vn,Đang hoạt động,https://giayphep.abei.gov.vn/i/128761
Trang TTĐT Tổng Hợp,,TẠP CHÍ CHỨNG KHOÁN,241/GP-TTĐT,https://www.tapchichungkhoanvietnam.vn và www.tapchichungkhoan.vn,Đang hoạt động,https://giayphep.abei.gov.vn/i/130694
Trang TTĐT Tổng Hợp,,LIÊN MINH HỢP TÁC XÃ VIỆT NAM,239/GP-TTĐT,https://www.vca.org.vn,Ngừng hoạt động,https://giayphep.abei.gov.vn/i/130638
Trang TTĐT Tổng Hợp,,TRUNG TÂM VĂN HÓA DOANH NHÂN,232/GP-TTĐT,https://www.vhdn.vn,Đang hoạt động,https://giayphep.abei.gov.vn/i/130982
Trang TTĐT Tổng Hợp,,TẠP CHÍ PHÁT TRIỂN BỀN VỮNG VÙNG,233/GP-TTĐT,https://www.rrsd.org.vn,Đang hoạt động,https://giayphep.abei.gov.vn/i/127875
Trang TTĐT Tổng Hợp,,CỤC BÁO CHÍ,224/GP-TTĐT,https://www.cucbaochi.gov.vn,Ngừng hoạt động,https://giayphep.abei.gov.vn/i/127945
Trang TTĐT Tổng Hợp,,TẠP CHÍ NGHIÊN CỨU ẤN ĐỘ VÀ CHÂU Á,219/GP-TTĐT,http://vjias.vn,Đang hoạt động,https://giayphep.abei.gov.vn/i/130576
Trang TTĐT Tổng Hợp,,VIỆN CÔNG NGHỆ VÀ SỨC KHỎE,215/GP-TTĐT,http://congnghesuckhoe.vn; http://congnghesuckhoe.com.vn; http://congnghesuckhoe.com,Đang hoạt động,https://giayphep.abei.gov.vn/i/128859
Trang TTĐT Tổng Hợp,,TỔNG CỤC BIỂN  VÀ HẢI ĐẢO VIỆT NAM,214/GP-TTĐT,https://www.vasi.gov.vn,Ngừng hoạt động,https://giayphep.abei.gov.vn/i/128550
Trang TTĐT Tổng Hợp,,TRUNG TÂM ĐO KIỂM PHÁT THANH TRUYỀN HÌNH VÀ THÔNG TIN ĐIỆN TỬ,213/GP-TTĐT,https://www.gameportal.gov.vn; www.gameportal.vn; www.gameportal.com.vn,Đang hoạt động,https://giayphep.abei.gov.vn/i/129674
Trang TTĐT Tổng Hợp,,ĐÀI PHÁT THANH VÀ TRUYỀN HÌNH QUẢNG NGÃI,210/GP-TTĐT,https://www.quangngaitv.vn,Đang hoạt động,https://giayphep.abei.gov.vn/i/128433
Trang TTĐT Tổng Hợp,,ĐÀI PHÁT THANH VÀ TRUYỀN HÌNH QUẢNG BÌNH,212/GP-TTĐT,https://www.qbtv.vn,Ngừng hoạt động,https://giayphep.abei.gov.vn/i/131336
Trang TTĐT Tổng Hợp,,"TRUNG TÂM QUẢN LÝ CHÍNH SÁCH, PHÁP LUẬT TÀI NGUYÊN VÀ MÔI TRƯỜNG",211/GP-TTĐT,http://quanlytainguyenvamoitruong.vn,Đang hoạt động,https://giayphep.abei.gov.vn/i/128681
Trang TTĐT Tổng Hợp,,ĐOÀN TNCS HỒ CHÍ MINH VĂN PHÒNG TRUNG ƯƠNG ĐẢNG,203/GP-TTĐT,https://www.doanvptw.dcs.vn,Đang hoạt động,https://giayphep.abei.gov.vn/i/127777
Trang TTĐT Tổng Hợp,,SỞ KHOA HỌC VÀ CÔNG NGHỆ THÀNH PHỐ HỒ CHÍ MINH,207/GP-TTĐT,https://www.khoinghiepsangtao.vn; www.thehub.vn,Đang hoạt động,https://giayphep.abei.gov.vn/i/128491
Trang TTĐT Tổng Hợp,,ĐÀI PHÁT THANH VÀ TRUYỀN HÌNH NGHỆ AN,195/GP-TTĐT,https://www.truyenhinhnghean.vn,Đang hoạt động,https://giayphep.abei.gov.vn/i/128683
Trang TTĐT Tổng Hợp,,BAN ĐỐI NGOẠI TRUNG ƯƠNG ĐẢNG,194/GP-TTĐT,https://bdtw.org.vn; https://cpvic.org.vn,Đang hoạt động,https://giayphep.abei.gov.vn/i/127816
Trang TTĐT Tổng Hợp,,BÁO DÂN TỘC VÀ PHÁT TRIỂN,186/GP-TTĐT,https://www.baodantoc.com.vn và www.baodantoc.vn,Ngừng hoạt động,https://giayphep.abei.gov.vn/i/127726
Trang TTĐT Tổng Hợp,,SỞ THÔNG TIN VÀ TRUYỀN THÔNG BẮC KẠN,187/GP-TTĐT,https://www.ict.backan.gov.vn,Ngừng hoạt động,https://giayphep.abei.gov.vn/i/127680
Trang TTĐT Tổng Hợp,,HIỆP HỘI DOANH NGHIỆP NHỎ VÀ VỪA KHU VỰC PHÍA NAM,183/GP-TTĐT,https://biztoday.vn,Đang hoạt động,https://giayphep.abei.gov.vn/i/127693
Trang TTĐT Tổng Hợp,,SỞ THÔNG TIN VÀ TRUYỀN THÔNG THÀNH PHỐ HÀ NỘI,182/GP-TTĐT,https://www.thudoxanhsachdep.hanoi.gov.vn,Ngừng hoạt động,https://giayphep.abei.gov.vn/i/129804
Trang TTĐT Tổng Hợp,,TRUNG TÂM TƯ VẤN PHÁP LUẬT ASEAN,181 /GP-TTĐT,https://phapluatvakinhhte.vn,Đang hoạt động,https://giayphep.abei.gov.vn/i/130651
Trang TTĐT Tổng Hợp,,BỆNH VIỆN K,180/GP-TTĐT,http://benhvienk.vn,Đang hoạt động,https://giayphep.abei.gov.vn/i/131247
Trang TTĐT Tổng Hợp,,TẠP CHÍ THỦY SẢN VIỆT NAM,179/GP-TTĐT,https://www.thuysanvietnam.com.vn,Đang hoạt động,https://giayphep.abei.gov.vn/i/129842
Trang TTĐT Tổng Hợp,,BẢO TÀNG LỊCH SỬ QUỐC GIA,176/GP-TTĐT,http://baotanglichsuquocgia.vn;  http://baotanglichsu.vn;  http://vnmh.com.vn,Đang hoạt động,https://giayphep.abei.gov.vn/i/130329
Trang TTĐT Tổng Hợp,,HIỆP HỘI NHỮNG NGƯỜI LAO ĐỘNG SÁNG TẠO VIỆT NAM,171/GP-TTĐT,https://www.sangtaovietnam.vn,Đang hoạt động,https://giayphep.abei.gov.vn/i/129843
Trang TTĐT Tổng Hợp,,TẠP CHÍ NGHIÊN CỨU VÀ THỰC HÀNH NHI KHOA,164/GP-TTĐT,http://jprp.vn,Đang hoạt động,https://giayphep.abei.gov.vn/i/130914
Trang TTĐT Tổng Hợp,,CÔNG TY VIỄN THÔNG ĐIỆN LỰC VÀ CÔNG NGHỆ THÔNG TIN,152/GP-TTĐT,https://www.icon.com.vn; www.evnnews.Việt Nam; www.tinnganhdien.vn,Ngừng hoạt động,https://giayphep.abei.gov.vn/i/128836
Trang TTĐT Tổng Hợp,,SỞ THÔNG TIN VÀ TRUYỀN THÔNG LÀO CAI,151/GP-TTĐT,http://doingoailaocai.vn,Đang hoạt động,https://giayphep.abei.gov.vn/i/130421
Trang TTĐT Tổng Hợp,,TẠP CHÍ NGÂN HÀNG,153/GP-TTĐT,https://www.tapchinganhang.com.vn; www.tapchinganhang.gov.vn,Đang hoạt động,https://giayphep.abei.gov.vn/i/129819
Trang TTĐT Tổng Hợp,,HỘI DOANH NHÂN TƯ NHÂN VIỆT NAM,147/GP-TTĐT,http://www.vpba.org.vn,Đang hoạt động,https://giayphep.abei.gov.vn/i/127873
Trang TTĐT Tổng Hợp,,VIỆN KIỂM NGHIỆM AN TOÀN VỆ SINH THỰC PHẨM QUỐC GIA,146 /GP-TTĐT,https://www.nifc.gov.vn,Đang hoạt động,https://giayphep.abei.gov.vn/i/130414
Trang TTĐT Tổng Hợp,,TẠP CHÍ NGHE NHÌN KINH TẾ VIỆT NAM,142/GP-TTĐT,https://www.nghenhinvietnam.vn,Đang hoạt động,https://giayphep.abei.gov.vn/i/129210
Trang TTĐT Tổng Hợp,,CÔNG TY CỔ PHẦN TỔNG CÔNG TY TRUYỀN HÌNH CÁP VIỆT NAM,140/GP-TTĐT,https://www.onsports.vn,Đang hoạt động,https://giayphep.abei.gov.vn/i/130939
Trang TTĐT Tổng Hợp,,SỞ THÔNG TIN VÀ TRUYỀN THÔNG VĨNH LONG,137/GP-TTĐT,https://thongtintuyentruyen.vinhlong.gov.vn,Đang hoạt động,https://giayphep.abei.gov.vn/i/130763
Trang TTĐT Tổng Hợp,,SỞ THÔNG TIN VÀ TRUYỀN THÔNG VĨNH PHÚC,134/GP-TTĐT,http://www.sotttt.vinhphuc.gov.vn,Ngừng hoạt động,https://giayphep.abei.gov.vn/i/131288
Trang TTĐT Tổng Hợp,,CÔNG AN TỈNH LONG AN,133/GP-TTĐT,https://www.congan.longan.gov.vn,Ngừng hoạt động,https://giayphep.abei.gov.vn/i/127946
Trang TTĐT Tổng Hợp,,CÔNG TY TNHH MTV NHÀ XUẤT BẢN GIÁO DỤC VIỆT NAM (NHÀ XUẤT BẢN GIÁO DỤC VIỆT NAM),130/GP-TTĐT,https://www.nxbgd.vn; www.veph.vn; www.veph.vom.vn,Đang hoạt động,https://giayphep.abei.gov.vn/i/131365
